person_id;vehicle_id;Person Type;Person Injury Severity
811911;811900;DRIVER;POSSIBLE INJURY
811912;811900;PASSENGER/OCCUPANT;NOT INJURED
811913;811902;DRIVER;NOT INJURED
811914;811902;PASSENGER/OCCUPANT;POSSIBLE INJURY
811915;811904;DRIVER;UNKNOWN
811916;811904;PASSENGER/OCCUPANT;UNKNOWN
811917;811906;DRIVER;NOT INJURED
811918;811907;DRIVER;NOT INJURED
811919;811908;DRIVER;POSSIBLE INJURY
811920;811908;PASSENGER/OCCUPANT;NOT INJURED
811921;811910;DRIVER;UNKNOWN
811922;811911;DRIVER;NOT INJURED
811923;811912;DRIVER;NOT INJURED
811924;811913;DRIVER;NOT INJURED
811925;811914;DRIVER;NOT INJURED
811926;811915;DRIVER;NOT INJURED
811927;811916;DRIVER;NON-INCAPACITATING INJURY
811928;811917;DRIVER;NOT INJURED
811929;811918;DRIVER;NOT INJURED
811930;811919;DRIVER;NOT INJURED
811931;811919;PASSENGER/OCCUPANT;NOT INJURED
811932;811921;DRIVER;POSSIBLE INJURY
811933;811921;PASSENGER/OCCUPANT;POSSIBLE INJURY
811934;811921;PASSENGER/OCCUPANT;POSSIBLE INJURY
811935;811924;DRIVER;NOT INJURED
811936;811925;DRIVER;NOT INJURED
811937;811926;DRIVER;NOT INJURED
811938;811926;PASSENGER/OCCUPANT;NOT INJURED
811939;811928;DRIVER;NOT INJURED
811940;811928;PASSENGER/OCCUPANT;NOT INJURED
811941;811928;PASSENGER/OCCUPANT;NOT INJURED
811942;811928;PASSENGER/OCCUPANT;NOT INJURED
811943;811928;PASSENGER/OCCUPANT;NOT INJURED
811944;811928;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
811945;811934;DRIVER;NOT INJURED
811946;811935;DRIVER;NOT INJURED
811947;811936;DRIVER;NOT INJURED
811948;811937;DRIVER;NOT INJURED
811949;811937;PASSENGER/OCCUPANT;NOT INJURED
811950;811937;PASSENGER/OCCUPANT;NOT INJURED
811951;811937;PASSENGER/OCCUPANT;NOT INJURED
811952;811941;DRIVER;NOT INJURED
811953;811941;PASSENGER/OCCUPANT;NOT INJURED
811954;811943;DRIVER;NOT INJURED
811955;811944;DRIVER;NON-INCAPACITATING INJURY
811956;811945;DRIVER;POSSIBLE INJURY
811957;811946;DRIVER;NOT INJURED
811958;811946;PASSENGER/OCCUPANT;POSSIBLE INJURY
811959;811948;DRIVER;NOT INJURED
811960;811948;PASSENGER/OCCUPANT;NOT INJURED
811961;811950;DRIVER;NOT INJURED
811962;811950;PASSENGER/OCCUPANT;NOT INJURED
811963;811952;DRIVER;NOT INJURED
811964;811953;DRIVER;NOT INJURED
811965;811954;DRIVER;NOT INJURED
811966;811955;DRIVER;NOT INJURED
811967;811956;DRIVER;NOT INJURED
811968;811957;DRIVER;NOT INJURED
811969;811958;DRIVER;NOT INJURED
811970;811959;DRIVER;NOT INJURED
811971;811960;DRIVER;NOT INJURED
811972;811961;DRIVER;NOT INJURED
811973;811961;PASSENGER/OCCUPANT;NOT INJURED
811974;811963;DRIVER;NOT INJURED
811975;811964;DRIVER;NOT INJURED
811976;811965;DRIVER;NOT INJURED
811977;811966;DRIVER;NOT INJURED
811978;811967;DRIVER;UNKNOWN
811979;811968;DRIVER;NOT INJURED
811980;811969;DRIVER;POSSIBLE INJURY
811981;811969;PASSENGER/OCCUPANT;POSSIBLE INJURY
811982;811971;DRIVER;NOT INJURED
811983;811972;DRIVER;NOT INJURED
811984;811973;DRIVER;POSSIBLE INJURY
811985;811974;DRIVER;POSSIBLE INJURY
811986;811974;PASSENGER/OCCUPANT;NOT INJURED
811987;811976;DRIVER;UNKNOWN
811988;811977;DRIVER;NOT INJURED
811989;811978;DRIVER;UNKNOWN
811990;811979;DRIVER;NOT INJURED
811991;811979;PASSENGER/OCCUPANT;NOT INJURED
811992;811979;PASSENGER/OCCUPANT;NOT INJURED
811993;811979;PASSENGER/OCCUPANT;NOT INJURED
811994;811983;DRIVER;NOT INJURED
811995;811983;PASSENGER/OCCUPANT;NOT INJURED
811996;811983;PASSENGER/OCCUPANT;NOT INJURED
811997;811983;PASSENGER/OCCUPANT;POSSIBLE INJURY
811998;811987;DRIVER;NOT INJURED
811999;811988;DRIVER;NOT INJURED
812000;811988;PASSENGER/OCCUPANT;NOT INJURED
812001;811988;PASSENGER/OCCUPANT;NOT INJURED
812002;811991;DRIVER;NOT INJURED
812003;811992;DRIVER;NOT INJURED
812004;811993;DRIVER;NOT INJURED
812005;811993;PASSENGER/OCCUPANT;NOT INJURED
812006;811995;DRIVER;NOT INJURED
812007;811995;UNKNOWN;UNKNOWN
812008;811997;DRIVER;NO DATA
812009;811998;DRIVER;NOT INJURED
812010;811999;DRIVER;NOT INJURED
812011;812000;DRIVER;NOT INJURED
812012;812001;DRIVER;NOT INJURED
812013;812002;DRIVER;POSSIBLE INJURY
812014;812003;DRIVER;NO DATA
812015;812004;DRIVER;NOT INJURED
812016;812005;DRIVER;NO DATA
812017;812006;DRIVER;NOT INJURED
812018;812006;PASSENGER/OCCUPANT;NOT INJURED
812019;812008;DRIVER;NOT INJURED
812020;812009;DRIVER;UNKNOWN
812021;812010;DRIVER;NOT INJURED
812022;812011;DRIVER;POSSIBLE INJURY
812023;812011;PASSENGER/OCCUPANT;POSSIBLE INJURY
812024;812011;PASSENGER/OCCUPANT;POSSIBLE INJURY
812025;812014;DRIVER;NOT INJURED
812026;812015;DRIVER;NOT INJURED
812027;812016;DRIVER;NOT INJURED
812028;812016;PASSENGER/OCCUPANT;NOT INJURED
812029;812016;PASSENGER/OCCUPANT;NOT INJURED
812030;812019;DRIVER;NOT INJURED
812031;812020;DRIVER;NOT INJURED
812032;812021;DRIVER;NOT INJURED
812033;812022;DRIVER;NOT INJURED
812034;812023;DRIVER;NOT INJURED
812035;812024;DRIVER;NOT INJURED
812036;812025;DRIVER;NOT INJURED
812037;812026;DRIVER;NOT INJURED
812038;812027;DRIVER;NOT INJURED
812039;812028;DRIVER;NOT INJURED
812040;812028;PASSENGER/OCCUPANT;NOT INJURED
812041;812028;PASSENGER/OCCUPANT;NOT INJURED
812042;812031;DRIVER;NOT INJURED
812043;812032;DRIVER;NOT INJURED
812044;812032;PASSENGER/OCCUPANT;NOT INJURED
812045;812034;DRIVER;NOT INJURED
812046;812035;DRIVER;NOT INJURED
812047;812036;DRIVER;NOT INJURED
812048;812037;DRIVER;POSSIBLE INJURY
812049;812037;PASSENGER/OCCUPANT;NOT INJURED
812050;812037;PASSENGER/OCCUPANT;NOT INJURED
812051;812040;DRIVER;NOT INJURED
812052;812041;DRIVER;NOT INJURED
812053;812041;PASSENGER/OCCUPANT;NOT INJURED
812054;812043;DRIVER;NOT INJURED
812055;812044;DRIVER;NOT INJURED
812056;812045;DRIVER;NOT INJURED
812057;812046;DRIVER;NOT INJURED
812058;812046;PASSENGER/OCCUPANT;NOT INJURED
812059;812048;DRIVER;NOT INJURED
812060;812049;DRIVER;NOT INJURED
812061;812050;DRIVER;NOT INJURED
812062;812050;PASSENGER/OCCUPANT;NOT INJURED
812063;812050;PASSENGER/OCCUPANT;NOT INJURED
812064;812050;PASSENGER/OCCUPANT;NOT INJURED
812065;812054;DRIVER;NOT INJURED
812066;812055;DRIVER;NOT INJURED
812067;812056;DRIVER;NOT INJURED
812068;812057;DRIVER;NOT INJURED
812069;812058;DRIVER;NOT INJURED
812070;812059;DRIVER;NON-INCAPACITATING INJURY
812071;812060;DRIVER;NON-INCAPACITATING INJURY
812072;812060;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
812073;812060;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
812074;812063;DRIVER;NOT INJURED
812075;812064;DRIVER;UNKNOWN
812076;812065;DRIVER;NOT INJURED
812077;812066;DRIVER;NOT INJURED
812078;812066;PASSENGER/OCCUPANT;NOT INJURED
812079;812066;PASSENGER/OCCUPANT;NOT INJURED
812080;812069;DRIVER;NOT INJURED
812081;812070;DRIVER;NOT INJURED
812082;812071;DRIVER;NOT INJURED
812083;812072;DRIVER;NOT INJURED
812084;812072;PASSENGER/OCCUPANT;NOT INJURED
812085;812074;DRIVER;NOT INJURED
812086;812075;DRIVER;NOT INJURED
812087;812075;PASSENGER/OCCUPANT;NOT INJURED
812088;812075;PASSENGER/OCCUPANT;NOT INJURED
812089;812075;PASSENGER/OCCUPANT;NOT INJURED
812090;812075;PASSENGER/OCCUPANT;NOT INJURED
812091;812075;PASSENGER/OCCUPANT;NOT INJURED
812092;812081;DRIVER;NOT INJURED
812093;812082;DRIVER;NOT INJURED
812094;812083;DRIVER;NOT INJURED
812095;812084;DRIVER;NOT INJURED
812096;812085;DRIVER;POSSIBLE INJURY
812097;812086;DRIVER;NOT INJURED
812098;812087;DRIVER;NOT INJURED
812099;812088;DRIVER;NOT INJURED
812100;812088;PASSENGER/OCCUPANT;NOT INJURED
812101;812090;DRIVER;NOT INJURED
812102;812091;DRIVER;NOT INJURED
812103;812092;DRIVER;NOT INJURED
812104;812093;DRIVER;NOT INJURED
812105;812094;DRIVER;NOT INJURED
812106;812094;PASSENGER/OCCUPANT;NOT INJURED
812107;812094;PASSENGER/OCCUPANT;NOT INJURED
812108;812097;DRIVER;NOT INJURED
812109;812098;DRIVER;NOT INJURED
812110;812099;DRIVER;NOT INJURED
812111;812100;DRIVER;NOT INJURED
812112;812101;DRIVER;NOT INJURED
812113;812102;DRIVER;NOT INJURED
812114;812103;DRIVER;NOT INJURED
812115;812104;DRIVER;UNKNOWN
812116;812105;DRIVER;NON-INCAPACITATING INJURY
812117;812106;DRIVER;NOT INJURED
812118;812107;DRIVER;NOT INJURED
812119;812107;PASSENGER/OCCUPANT;NOT INJURED
812120;812109;DRIVER;UNKNOWN
812121;812110;DRIVER;NOT INJURED
812122;812110;PASSENGER/OCCUPANT;NOT INJURED
812123;812110;PASSENGER/OCCUPANT;NOT INJURED
812124;812113;DRIVER;NOT INJURED
812125;812114;DRIVER;NOT INJURED
812126;812114;PASSENGER/OCCUPANT;NOT INJURED
812127;812116;DRIVER;NOT INJURED
812128;812117;DRIVER;NOT INJURED
812129;812117;PASSENGER/OCCUPANT;NOT INJURED
812130;812117;PASSENGER/OCCUPANT;NOT INJURED
812131;812120;DRIVER;NOT INJURED
812132;812121;DRIVER;NOT INJURED
812133;812122;DRIVER;NOT INJURED
812134;812123;DRIVER;NOT INJURED
812135;812124;DRIVER;NOT INJURED
812136;812125;DRIVER;NOT INJURED
812137;812126;DRIVER;NOT INJURED
812138;812127;DRIVER;NOT INJURED
812139;812128;DRIVER;NOT INJURED
812140;812129;DRIVER;NOT INJURED
812141;812130;DRIVER;NOT INJURED
812142;812131;DRIVER;NOT INJURED
812143;812131;PASSENGER/OCCUPANT;NOT INJURED
812144;812133;DRIVER;POSSIBLE INJURY
812145;812133;PASSENGER/OCCUPANT;POSSIBLE INJURY
812146;812135;DRIVER;NOT INJURED
812147;812135;PASSENGER/OCCUPANT;NOT INJURED
812148;812135;PASSENGER/OCCUPANT;NOT INJURED
812149;812135;PASSENGER/OCCUPANT;NOT INJURED
812150;812139;DRIVER;NOT INJURED
812151;812140;DRIVER;NOT INJURED
812152;812141;DRIVER;NOT INJURED
812153;812142;DRIVER;NOT INJURED
812154;812143;DRIVER;NOT INJURED
812155;812144;DRIVER;NOT INJURED
812156;812145;DRIVER;INCAPACITATING INJURY
812157;812146;DRIVER;NOT INJURED
812158;812147;DRIVER;NOT INJURED
812159;812147;PASSENGER/OCCUPANT;NOT INJURED
812160;812147;PASSENGER/OCCUPANT;NOT INJURED
812161;812147;PASSENGER/OCCUPANT;NOT INJURED
812162;812151;DRIVER;NOT INJURED
812163;812152;DRIVER;NOT INJURED
812164;812153;DRIVER;NOT INJURED
812165;812154;DRIVER;POSSIBLE INJURY
812166;812155;DRIVER;NOT INJURED
812167;812156;DRIVER;NOT INJURED
812168;812156;PASSENGER/OCCUPANT;NOT INJURED
812169;812158;DRIVER;NOT INJURED
812170;812158;PASSENGER/OCCUPANT;NOT INJURED
812171;812160;DRIVER;NOT INJURED
812172;812161;DRIVER;NOT INJURED
812173;812162;DRIVER;NOT INJURED
812174;812163;DRIVER;NOT INJURED
812175;812164;DRIVER;POSSIBLE INJURY
812176;812164;PASSENGER/OCCUPANT;NOT INJURED
812177;812166;DRIVER;UNKNOWN
812178;812167;DRIVER;NOT INJURED
812179;812167;PASSENGER/OCCUPANT;NOT INJURED
812180;812169;DRIVER;POSSIBLE INJURY
812181;812169;PASSENGER/OCCUPANT;POSSIBLE INJURY
812182;812171;DRIVER;NOT INJURED
812183;812171;PASSENGER/OCCUPANT;NOT INJURED
812184;812171;PASSENGER/OCCUPANT;NOT INJURED
812185;812171;PASSENGER/OCCUPANT;NOT INJURED
812186;812175;DRIVER;NOT INJURED
812187;812176;DRIVER;NOT INJURED
812188;812177;DRIVER;NOT INJURED
812189;812177;PASSENGER/OCCUPANT;NOT INJURED
812190;812177;PASSENGER/OCCUPANT;NOT INJURED
812191;812180;DRIVER;NOT INJURED
812192;812180;PASSENGER/OCCUPANT;NOT INJURED
812193;812182;DRIVER;NOT INJURED
812194;812183;DRIVER;NOT INJURED
812195;812184;DRIVER;POSSIBLE INJURY
812196;812184;PASSENGER/OCCUPANT;NOT INJURED
812197;812186;DRIVER;NOT INJURED
812198;812187;DRIVER;NOT INJURED
812199;812188;DRIVER;NOT INJURED
812200;812189;DRIVER;NOT INJURED
812201;812189;PASSENGER/OCCUPANT;NOT INJURED
812202;812191;DRIVER;NOT INJURED
812203;812192;DRIVER;NOT INJURED
812204;812193;DRIVER;NOT INJURED
812205;812194;DRIVER;NOT INJURED
812206;812195;DRIVER;NOT INJURED
812207;812196;DRIVER;NOT INJURED
812208;812197;DRIVER;NOT INJURED
812209;812198;DRIVER;NOT INJURED
812210;812199;DRIVER;NOT INJURED
812211;812200;DRIVER;NOT INJURED
812212;812201;DRIVER;NOT INJURED
812213;812202;DRIVER;NOT INJURED
812214;812202;PASSENGER/OCCUPANT;NOT INJURED
812215;812202;PASSENGER/OCCUPANT;NOT INJURED
812216;812205;DRIVER;NOT INJURED
812217;812206;DRIVER;NOT INJURED
812218;812207;DRIVER;POSSIBLE INJURY
812219;812208;DRIVER;POSSIBLE INJURY
812220;812209;DRIVER;NOT INJURED
812221;812210;DRIVER;NOT INJURED
812222;812210;PASSENGER/OCCUPANT;NOT INJURED
812223;812212;DRIVER;POSSIBLE INJURY
812224;812213;DRIVER;POSSIBLE INJURY
812225;812214;DRIVER;NOT INJURED
812226;812215;DRIVER;NOT INJURED
812227;812216;DRIVER;NOT INJURED
812228;812217;DRIVER;NOT INJURED
812229;812217;PASSENGER/OCCUPANT;NOT INJURED
812230;812217;PASSENGER/OCCUPANT;NOT INJURED
812231;812217;PASSENGER/OCCUPANT;NOT INJURED
812232;812221;DRIVER;NOT INJURED
812233;812222;DRIVER;NOT INJURED
812234;812223;DRIVER;NOT INJURED
812235;812224;DRIVER;NOT INJURED
812236;812225;DRIVER;NOT INJURED
812237;812225;PASSENGER/OCCUPANT;NOT INJURED
812238;812227;DRIVER;NOT INJURED
812239;812228;DRIVER;NOT INJURED
812240;812229;DRIVER;NOT INJURED
812241;812230;DRIVER;NOT INJURED
812242;812230;PASSENGER/OCCUPANT;NOT INJURED
812243;812232;DRIVER;NOT INJURED
812244;812232;PASSENGER/OCCUPANT;NOT INJURED
812245;812234;DRIVER;NOT INJURED
812246;812235;DRIVER;NOT INJURED
812247;812235;PASSENGER/OCCUPANT;NOT INJURED
812248;812235;PASSENGER/OCCUPANT;NOT INJURED
812249;812238;DRIVER;POSSIBLE INJURY
812250;812239;DRIVER;NOT INJURED
812251;812240;DRIVER;INCAPACITATING INJURY
812252;812241;DRIVER;NOT INJURED
812253;812242;DRIVER;NOT INJURED
812254;812242;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
812255;812242;PASSENGER/OCCUPANT;NOT INJURED
812256;812245;DRIVER;NOT INJURED
812257;812245;PASSENGER/OCCUPANT;NOT INJURED
812258;812245;PASSENGER/OCCUPANT;NOT INJURED
812259;812248;DRIVER;POSSIBLE INJURY
812260;812249;DRIVER;NOT INJURED
812261;812249;PASSENGER/OCCUPANT;NOT INJURED
812262;812249;PASSENGER/OCCUPANT;NOT INJURED
812263;812252;DRIVER;UNKNOWN
812264;812253;DRIVER;NOT INJURED
812265;812254;DRIVER;POSSIBLE INJURY
812266;812254;PASSENGER/OCCUPANT;NOT INJURED
812267;812256;DRIVER;NOT INJURED
812268;812257;DRIVER;NOT INJURED
812269;812257;PASSENGER/OCCUPANT;NOT INJURED
812270;812259;DRIVER;NOT INJURED
812271;812260;DRIVER;NOT INJURED
812272;812261;DRIVER;NOT INJURED
812273;812261;PASSENGER/OCCUPANT;NOT INJURED
812274;812261;PASSENGER/OCCUPANT;NOT INJURED
812275;812261;PASSENGER/OCCUPANT;NOT INJURED
812276;812265;DRIVER;NOT INJURED
812277;812266;DRIVER;NOT INJURED
812278;812267;DRIVER;NOT INJURED
812279;812267;PASSENGER/OCCUPANT;NOT INJURED
812280;812269;DRIVER;UNKNOWN
812281;812269;PASSENGER/OCCUPANT;UNKNOWN
812282;812271;DRIVER;NOT INJURED
812283;812271;PASSENGER/OCCUPANT;NOT INJURED
812284;812273;DRIVER;UNKNOWN
812285;812274;DRIVER;NOT INJURED
812286;812275;DRIVER;NOT INJURED
812287;812276;DRIVER;NOT INJURED
812288;812277;DRIVER;NOT INJURED
812289;812278;DRIVER;NOT INJURED
812290;812279;DRIVER;NOT INJURED
812291;812280;DRIVER;NOT INJURED
812292;812281;DRIVER;NOT INJURED
812293;812282;DRIVER;NOT INJURED
812294;812282;PASSENGER/OCCUPANT;NOT INJURED
812295;812284;DRIVER;NOT INJURED
812296;812285;DRIVER;NOT INJURED
812297;812286;DRIVER;NOT INJURED
812298;812287;DRIVER;NOT INJURED
812299;812287;PASSENGER/OCCUPANT;NOT INJURED
812300;812289;DRIVER;NOT INJURED
812301;812290;DRIVER;NOT INJURED
812302;812291;DRIVER;NOT INJURED
812303;812292;DRIVER;NOT INJURED
812304;812293;DRIVER;NOT INJURED
812305;812293;PASSENGER/OCCUPANT;NOT INJURED
812306;812295;DRIVER;NOT INJURED
812307;812296;DRIVER;NOT INJURED
812308;812297;DRIVER;NOT INJURED
812309;812298;DRIVER;NOT INJURED
812310;812299;DRIVER;NOT INJURED
812311;812300;DRIVER;NOT INJURED
812312;812301;DRIVER;NOT INJURED
812313;812302;DRIVER;NOT INJURED
812314;812302;PASSENGER/OCCUPANT;NOT INJURED
812315;812304;DRIVER;NOT INJURED
812316;812304;PASSENGER/OCCUPANT;NOT INJURED
812317;812304;PASSENGER/OCCUPANT;NOT INJURED
812318;812304;PASSENGER/OCCUPANT;NOT INJURED
812319;812308;DRIVER;NOT INJURED
812320;812309;DRIVER;UNKNOWN
812321;812310;DRIVER;NOT INJURED
812322;812311;DRIVER;NOT INJURED
812323;812311;PASSENGER/OCCUPANT;NOT INJURED
812324;812311;PASSENGER/OCCUPANT;NOT INJURED
812325;812314;DRIVER;NOT INJURED
812326;812315;DRIVER;NON-INCAPACITATING INJURY
812327;812316;DRIVER;NOT INJURED
812328;812317;DRIVER;NOT INJURED
812329;812318;DRIVER;NOT INJURED
812330;812319;DRIVER;NOT INJURED
812331;812320;DRIVER;NOT INJURED
812332;812321;DRIVER;NOT INJURED
812333;812322;DRIVER;POSSIBLE INJURY
812334;812322;PASSENGER/OCCUPANT;POSSIBLE INJURY
812335;812322;PASSENGER/OCCUPANT;POSSIBLE INJURY
812336;812325;DRIVER;UNKNOWN
812337;812326;DRIVER;POSSIBLE INJURY
812338;812326;PASSENGER/OCCUPANT;POSSIBLE INJURY
812339;812326;PASSENGER/OCCUPANT;POSSIBLE INJURY
812340;812329;DRIVER;NOT INJURED
812341;812330;DRIVER;NOT INJURED
812342;812331;DRIVER;NOT INJURED
812343;812332;DRIVER;POSSIBLE INJURY
812344;812333;DRIVER;NOT INJURED
812345;812334;DRIVER;NOT INJURED
812346;812335;DRIVER;NOT INJURED
812347;812336;DRIVER;NOT INJURED
812348;812336;PASSENGER/OCCUPANT;NOT INJURED
812349;812338;DRIVER;NOT INJURED
812350;812339;DRIVER;NOT INJURED
812351;812340;DRIVER;NOT INJURED
812352;812341;DRIVER;NOT INJURED
812353;812342;DRIVER;NOT INJURED
812354;812342;PASSENGER/OCCUPANT;NOT INJURED
812355;812344;DRIVER;NOT INJURED
812356;812345;DRIVER;NOT INJURED
812357;812346;DRIVER;NOT INJURED
812358;812347;DRIVER;NOT INJURED
812359;812348;DRIVER;NOT INJURED
812360;812349;DRIVER;NOT INJURED
812361;812350;DRIVER;UNKNOWN
812362;812351;DRIVER;NOT INJURED
812363;812352;DRIVER;UNKNOWN
812364;812353;DRIVER;NOT INJURED
812365;812353;PASSENGER/OCCUPANT;POSSIBLE INJURY
812366;812353;PASSENGER/OCCUPANT;NOT INJURED
812367;812356;DRIVER;NOT INJURED
812368;812357;DRIVER;POSSIBLE INJURY
812369;812358;DRIVER;NOT INJURED
812370;812359;DRIVER;NOT INJURED
812371;812360;DRIVER;UNKNOWN
812372;812361;DRIVER;NOT INJURED
812373;812362;DRIVER;NOT INJURED
812374;812363;DRIVER;NOT INJURED
812375;812363;PASSENGER/OCCUPANT;NOT INJURED
812376;812365;DRIVER;NOT INJURED
812377;812366;DRIVER;NOT INJURED
812378;812366;PASSENGER/OCCUPANT;NOT INJURED
812379;812368;DRIVER;NOT INJURED
812380;812369;DRIVER;NOT INJURED
812381;812370;DRIVER;NOT INJURED
812382;812371;DRIVER;NOT INJURED
812383;812372;DRIVER;NOT INJURED
812384;812373;DRIVER;NOT INJURED
812385;812374;DRIVER;NOT INJURED
812386;812375;DRIVER;NOT INJURED
812387;812376;DRIVER;UNKNOWN
812388;812377;DRIVER;NOT INJURED
812389;812378;DRIVER;NOT INJURED
812390;812378;PASSENGER/OCCUPANT;NOT INJURED
812391;812378;PASSENGER/OCCUPANT;NOT INJURED
812392;812378;PASSENGER/OCCUPANT;NOT INJURED
812393;812378;PASSENGER/OCCUPANT;NOT INJURED
812394;812378;PASSENGER/OCCUPANT;NOT INJURED
812395;812378;PASSENGER/OCCUPANT;NOT INJURED
812396;812378;PASSENGER/OCCUPANT;NOT INJURED
812397;812378;PASSENGER/OCCUPANT;NOT INJURED
812398;812378;PASSENGER/OCCUPANT;NOT INJURED
812399;812378;PASSENGER/OCCUPANT;NOT INJURED
812400;812378;PASSENGER/OCCUPANT;NOT INJURED
812401;812378;PASSENGER/OCCUPANT;NOT INJURED
812402;812378;PASSENGER/OCCUPANT;NOT INJURED
812403;812378;PASSENGER/OCCUPANT;NOT INJURED
812404;812378;PASSENGER/OCCUPANT;NOT INJURED
812405;812378;PASSENGER/OCCUPANT;NOT INJURED
812406;812378;PASSENGER/OCCUPANT;NOT INJURED
812407;812378;PASSENGER/OCCUPANT;NOT INJURED
812408;812397;DRIVER;NOT INJURED
812409;812398;DRIVER;UNKNOWN
812410;812398;PASSENGER/OCCUPANT;UNKNOWN
812411;812398;PASSENGER/OCCUPANT;UNKNOWN
812412;812401;DRIVER;POSSIBLE INJURY
812413;812402;DRIVER;POSSIBLE INJURY
812414;812403;DRIVER;NOT INJURED
812415;812404;DRIVER;NOT INJURED
812416;812404;PASSENGER/OCCUPANT;NOT INJURED
812417;812406;DRIVER;POSSIBLE INJURY
812418;812407;DRIVER;NOT INJURED
812419;812408;DRIVER;NOT INJURED
812420;812408;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
812421;812410;DRIVER;NOT INJURED
812422;812411;DRIVER;NOT INJURED
812423;812412;DRIVER;NOT INJURED
812424;812413;DRIVER;NOT INJURED
812425;812413;PASSENGER/OCCUPANT;NOT INJURED
812426;812413;PASSENGER/OCCUPANT;NOT INJURED
812427;812413;PASSENGER/OCCUPANT;NOT INJURED
812428;812413;PASSENGER/OCCUPANT;NOT INJURED
812429;812418;DRIVER;NOT INJURED
812430;812419;DRIVER;NOT INJURED
812431;812420;DRIVER;NOT INJURED
812432;812421;DRIVER;NOT INJURED
812433;812421;PASSENGER/OCCUPANT;NOT INJURED
812434;812423;DRIVER;NOT INJURED
812435;812424;DRIVER;NOT INJURED
812436;812425;DRIVER;NOT INJURED
812437;812426;DRIVER;NOT INJURED
812438;812427;DRIVER;NOT INJURED
812439;812427;PASSENGER/OCCUPANT;NOT INJURED
812440;812429;DRIVER;NOT INJURED
812441;812430;DRIVER;NOT INJURED
812442;812430;PASSENGER/OCCUPANT;NOT INJURED
812443;812430;PASSENGER/OCCUPANT;NOT INJURED
812444;812433;DRIVER;NOT INJURED
812445;812434;DRIVER;NOT INJURED
812446;812434;PASSENGER/OCCUPANT;NOT INJURED
812447;812434;PASSENGER/OCCUPANT;NOT INJURED
812448;812437;DRIVER;NOT INJURED
812449;812438;DRIVER;POSSIBLE INJURY
812450;812439;DRIVER;NOT INJURED
812451;812440;DRIVER;NOT INJURED
812452;812441;DRIVER;NOT INJURED
812453;812441;PASSENGER/OCCUPANT;NOT INJURED
812454;812443;DRIVER;NOT INJURED
812455;812443;PASSENGER/OCCUPANT;NOT INJURED
812456;812443;PASSENGER/OCCUPANT;NOT INJURED
812457;812443;PASSENGER/OCCUPANT;NOT INJURED
812458;812447;DRIVER;NOT INJURED
812459;812448;DRIVER;NOT INJURED
812460;812449;DRIVER;NOT INJURED
812461;812450;DRIVER;NOT INJURED
812462;812450;PASSENGER/OCCUPANT;NOT INJURED
812463;812452;DRIVER;NOT INJURED
812464;812452;PASSENGER/OCCUPANT;NOT INJURED
812465;812454;DRIVER;NOT INJURED
812466;812455;DRIVER;NOT INJURED
812467;812456;DRIVER;NOT INJURED
812468;812457;DRIVER;NOT INJURED
812469;812458;DRIVER;NOT INJURED
812470;812458;PASSENGER/OCCUPANT;NOT INJURED
812471;812458;PASSENGER/OCCUPANT;NOT INJURED
812472;812458;PASSENGER/OCCUPANT;NOT INJURED
812473;812458;PASSENGER/OCCUPANT;NOT INJURED
812474;812463;DRIVER;NON-INCAPACITATING INJURY
812475;812464;DRIVER;NON-INCAPACITATING INJURY
812476;812464;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
812477;812466;DRIVER;INCAPACITATING INJURY
812478;812467;DRIVER;POSSIBLE INJURY
812479;812468;DRIVER;NON-INCAPACITATING INJURY
812480;812468;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
812481;812470;DRIVER;NOT INJURED
812482;812471;DRIVER;NOT INJURED
812483;812471;PASSENGER/OCCUPANT;NOT INJURED
812484;812471;PASSENGER/OCCUPANT;NOT INJURED
812485;812471;PASSENGER/OCCUPANT;NOT INJURED
812486;812475;DRIVER;NOT INJURED
812487;812476;DRIVER;NOT INJURED
812488;812477;DRIVER;NOT INJURED
812489;812477;PASSENGER/OCCUPANT;NOT INJURED
812490;812477;PASSENGER/OCCUPANT;NOT INJURED
812491;812480;DRIVER;POSSIBLE INJURY
812492;812481;DRIVER;NOT INJURED
812493;812482;DRIVER;NON-INCAPACITATING INJURY
812494;812483;DRIVER;NOT INJURED
812495;812484;DRIVER;NOT INJURED
812496;812484;PEDESTRIAN;POSSIBLE INJURY
812497;812486;DRIVER;NOT INJURED
812498;812486;PASSENGER/OCCUPANT;NOT INJURED
812499;812488;DRIVER;NOT INJURED
812500;812488;PASSENGER/OCCUPANT;NOT INJURED
812501;812488;PASSENGER/OCCUPANT;NOT INJURED
812502;812491;DRIVER;NOT INJURED
812503;812491;PASSENGER/OCCUPANT;NOT INJURED
812504;812493;DRIVER;POSSIBLE INJURY
812505;812494;DRIVER;NOT INJURED
812506;812494;PASSENGER/OCCUPANT;NOT INJURED
